,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
245,1873,https://recalls-rappels.canada.ca/en/alert-recall/m-lord-brand-mandarin-oranges-whole-segments-light-syrup-recalled-due-presence-tin,M'Lord brand Mandarin Oranges Whole Segments in Light Syrup recalled due to presence of tin,"M'Lord brand Mandarin Oranges Whole Segments in Light Syrup recalled due to presence of tin      
       
  
                        
             
Starting date:
June 21, 2016
Type of communication:
Recall
Alert sub-type:…",2016-06-21,Chemical,Retail,I-D Foods Corporation,National,Class 3
246,1874,https://recalls-rappels.canada.ca/en/alert-recall/fruitropic-brand-broken-segments-mandarin-oranges-light-syrup-recalled-due-presence-0,Fruitropic brand Broken Segments Mandarin Oranges in Light Syrup recalled due to presence of tin,"Fruitropic brand Broken Segments Mandarin Oranges in Light Syrup recalled due to presence of tin      
       
  
                        
             
Starting date:
June 21, 2016
Type of communication:
Recall
Alert sub-type:…",2016-06-21,Chemical,Retail,Dollarama Inc.,National,Class 3
255,1875,https://recalls-rappels.canada.ca/en/alert-recall/dan-pak-brand-hickory-smoked-almonds-recalled-due-rancidity,Dan-D Pak brand Hickory Smoked Almonds recalled due to rancidity,"Dan-D Pak brand Hickory Smoked Almonds recalled due to rancidity      
       
  
                        
             
Starting date:
June 20, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Other…",2016-06-20,Other,Retail,Dan-D-Foods Ltd.,Ontario,Class 3
256,1876,https://recalls-rappels.canada.ca/en/alert-recall/nffc-national-frozen-foods-corporation-brand-frozen-green-peas-recalled-due-listeria,NFFC (National Frozen Foods Corporation) brand Frozen Green Peas recalled due to Listeria monocytogenes,"NFFC (National Frozen Foods Corporation) brand Frozen Green Peas recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 20, 2016
Type of communication:
Recall
Alert sub-…",2016-06-20,Microbiological - Listeria,Hotel/Restaurant/Institutional,S. H. Blackwell Company Inc.,British Columbia,Class 1
257,1877,https://recalls-rappels.canada.ca/en/alert-recall/choripdong-brand-shrimp-flavored-seafood-mix-pancake-recalled-due-undeclared-egg,Choripdong brand Shrimp Flavored Seafood Mix Pancake recalled due to undeclared egg,"Choripdong brand Shrimp Flavored Seafood Mix Pancake recalled due to undeclared egg      
       
  
                        
             
Starting date:
June 18, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-06-18,Allergen - Egg,Retail,Seoul Trading Corporation,"Alberta, British Columbia, Manitoba, Possibly National, Saskatchewan",Class 1
258,1878,https://recalls-rappels.canada.ca/en/alert-recall/egg-rolls-du-lac-brand-pork-egg-rolls-recalled-due-listeria-monocytogenes,Egg Rolls du Lac brand Pork Egg Rolls recalled due to Listeria monocytogenes,"Egg Rolls du Lac brand Pork Egg Rolls recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 17, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-06-17,Microbiological - Listeria,Hotel/Restaurant/Institutional,Les Aliments Ô-Mets-Chinois Inc.,Quebec,Class 1
259,1879,https://recalls-rappels.canada.ca/en/alert-recall/dhaliwal-veggie-bakery-dhaliwal-veggie-bakery-veggie-pizza-and-indican-brand-products,"Dhaliwal Veggie Bakery, Dhaliwal Veggie Bakery & Veggie Pizza and Indican brand products recalled due to undeclared milk, mustard and wheat","Dhaliwal Veggie Bakery, Dhaliwal Veggie Bakery & Veggie Pizza and Indican brand products recalled due to undeclared milk, mustard and wheat      
       
  
                        
             
Starting date:
June 17, 2016…",2016-06-17,"Allergen - Gluten, Allergen - Milk, Allergen - Mustard, Allergen - Wheat",Retail,Dhaliwal Bakery,"Alberta, British Columbia",Class 3
260,1880,https://recalls-rappels.canada.ca/en/alert-recall/lakeview-bakery-brand-chicken-pot-pie-gluten-dairy-and-egg-free-and-veggie-pot-pie,"Lakeview Bakery brand ""Chicken Pot Pie - Gluten, Dairy and Egg Free"" and ""Veggie Pot Pie - Gluten, Dairy and Egg Free"" recalled due to undeclared soy","Lakeview Bakery brand ""Chicken Pot Pie - Gluten, Dairy and Egg Free"" and ""Veggie Pot Pie - Gluten, Dairy and Egg Free"" recalled due to undeclared soy…",2016-06-17,Allergen - Soy,Retail,Lakeview Bakery,Alberta,Class 3
261,1881,https://recalls-rappels.canada.ca/en/alert-recall/atkins-freres-brand-smoked-maple-syrup-salmon-recalled-due-listeria-monocytogenes,Atkins & Frères brand Smoked Maple Syrup Salmon recalled due to Listeria monocytogenes,"Atkins & Frères brand Smoked Maple Syrup Salmon recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 16, 2016
Type of communication:
Recall
Alert sub-type:
Food…",2016-06-16,Microbiological - Listeria,Retail,Atkins & Frères Inc.,Quebec,Class 1
262,1882,https://recalls-rappels.canada.ca/en/alert-recall/trio-charcuteries-parisien-recalled-due-undeclared-wheat,Le Trio de Charcuteries Parisien recalled due to undeclared wheat,"Le Trio de Charcuteries Parisien recalled due to undeclared wheat      
       
  
                        
            
			
			
			
						
               	
						
	
	 
	
	Starting date:
			June 15, 2016				
		 
			Type of…",2016-06-15,Allergen - Wheat,Retail,Charcuterie Parisienne Inc.,Quebec,Class 1
263,1883,https://recalls-rappels.canada.ca/en/alert-recall/bergerie-sables-brand-chocolate-ice-cream-recalled-due-undeclared-hazelnut,La Bergerie des Sables brand Chocolate Ice Cream recalled due to undeclared hazelnut,"La Bergerie des Sables brand Chocolate Ice Cream recalled due to undeclared hazelnut      
       
  
                        
             
Starting date:
June 15, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-06-15,Allergen - Tree Nut,Retail,La Bergerie des Sables,Ontario,Class 3
264,1884,https://recalls-rappels.canada.ca/en/alert-recall/muscle-mlk-brand-protein-drinks-recalled-due-spoilage,Muscle MLK brand Protein Drinks recalled due to spoilage,"Muscle MLK brand Protein Drinks recalled due to spoilage      
       
  
                        
             
Starting date:
June 15, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Other
Hazard…",2016-06-15,Other,Retail,Cytosport Canada,National,Class 3
265,1885,https://recalls-rappels.canada.ca/en/alert-recall/crown-brand-dried-coco-herbs-recalled-due-salmonella,Crown brand Dried Coco Herbs recalled due to Salmonella,"Crown brand Dried Coco Herbs recalled due to Salmonella      
       
  
                        
            
			
			
			
						
               	
						
	
	 
	
	Starting date:
			June 14, 2016				
		 
			Type of communication…",2016-06-14,Microbiological - Salmonella,Retail,Benjamin Fine Foods Inc.,Ontario,Class 2
266,1886,https://recalls-rappels.canada.ca/en/alert-recall/happy-camel-brand-roasted-garlic-spread-recalled-due-undeclared-milk,The Happy Camel brand Roasted Garlic Spread recalled due to undeclared milk,"The Happy Camel brand Roasted Garlic Spread recalled due to undeclared milk      
       
  
                        
             
Starting date:
June 14, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2016-06-14,Allergen - Milk,Retail,The Happy Camel,Alberta,Class 3
267,1887,https://recalls-rappels.canada.ca/en/alert-recall/cabela-s-classic-candies-brand-cajun-hot-mix-and-uncle-buck-s-brand-cajun-hot-mix,"Cabela's Classic Candies brand Cajun Hot Mix and Uncle Buck's brand Cajun Hot Mix, Sunflower Kernel, and Sweet & Salty Trail Mix recalled due to Listeria monocytogenes","Cabela's Classic Candies brand Cajun Hot Mix and Uncle Buck's brand Cajun Hot Mix, Sunflower Kernel, and Sweet & Salty Trail Mix recalled due to Listeria monocytogenes…",2016-06-09,Microbiological - Listeria,Retail,Rucker's Wholesale and Service Co.,"Alberta, New Brunswick, Ontario, Saskatchewan",Class 1
268,1888,https://recalls-rappels.canada.ca/en/alert-recall/certain-sunflower-seeds-and-products-containing-sunflower-seeds-recalled-due-listeria,Certain sunflower seeds and products containing sunflower seeds recalled due to Listeria monocytogenes,"Certain sunflower seeds and products containing sunflower seeds recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 9, 2016
Type of communication:
Recall
Alert sub-type…",2016-06-09,Microbiological - Listeria,Retail,Bassé Frères Alimentation Oriental (2013) Inc.,Quebec,Class 1
269,1889,https://recalls-rappels.canada.ca/en/alert-recall/kashi-brand-trail-mix-whole-grain-bars-recalled-due-listeria-monocytogenes-0,Kashi brand Trail Mix Whole Grain Bars recalled due to Listeria monocytogenes,"Kashi brand Trail Mix Whole Grain Bars recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 7, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2016-06-07,Microbiological - Listeria,Retail,Kashi Company,National,Class 1
273,1890,https://recalls-rappels.canada.ca/en/alert-recall/recall-chinese-snack-products-due-undeclared-almond-and-milk,Recall of Chinese snack products due to undeclared almond and milk,"Recall of Chinese snack products due to undeclared almond and milk      
       
  
                        
             
Starting date:
June 7, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2016-06-07,"Allergen - Milk, Allergen - Tree Nut",Retail,Maple Harvest International Group Ltd.,British Columbia,Class 2
274,1891,https://recalls-rappels.canada.ca/en/alert-recall/bounce-brand-apple-cinnamon-protein-punch-energy-balls-recalled-due-listeria,Bounce brand Apple Cinnamon Protein Punch Energy Balls recalled due to Listeria monocytogenes,"Bounce brand Apple Cinnamon Protein Punch Energy Balls recalled due to Listeria monocytogenes      
       
  
                        
            
			
			
			
						
               	
						
	
	 
	
	Starting date:
			June 7,…",2016-06-07,Microbiological - Listeria,Retail,Natural High Co Pty,National,Class 1
275,1892,https://recalls-rappels.canada.ca/en/alert-recall/atkins-brand-bars-containing-sunflower-seeds-recalled-due-listeria-monocytogenes-0,Atkins brand bars containing sunflower seeds recalled due to Listeria monocytogenes,"Atkins brand bars containing sunflower seeds recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 6, 2016
Type of communication:
Recall
Alert sub-type:
Correction - Food…",2016-06-06,Microbiological - Listeria,Retail,Atkins Nutritionals Inc.,"Alberta, British Columbia, Manitoba, New Brunswick, Ontario, Possibly National, Quebec, Saskatchewan",Class 1
279,1894,https://recalls-rappels.canada.ca/en/alert-recall/neilson-brand-partly-skimmed-chocolate-milk-recalled-due-listeria-monocytogenes-0,Neilson brand Partly Skimmed Chocolate Milk recalled due to Listeria monocytogenes,"Neilson brand Partly Skimmed Chocolate Milk recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 5, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food…",2016-06-05,Microbiological - Listeria,Retail,Saputo Inc.,"Ontario, Quebec",Class 1
283,1897,https://recalls-rappels.canada.ca/en/alert-recall/certain-basse-brand-and-certain-president-s-choice-brand-products-containing-sunflower,Certain Bassé brand and certain President's Choice brand products containing sunflower seeds recalled due to Listeria monocytogenes,"Certain Bassé brand and certain President's Choice brand products containing sunflower seeds recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 3, 2016
Type of…",2016-06-03,Microbiological - Listeria,Retail,Bassé Frères Alimentation Oriental (2013) Inc.,National,Class 1
284,1898,https://recalls-rappels.canada.ca/en/alert-recall/gold-seal-brand-sardines-spring-water-recalled-due-container-integrity-issues,Gold Seal brand Sardines in Spring Water recalled due to container integrity issues,"Gold Seal brand Sardines in Spring Water recalled due to container integrity issues      
       
  
                        
             
Starting date:
June 3, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-06-03,Microbiological - Other,Retail,Ocean Brands,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 2
285,1899,https://recalls-rappels.canada.ca/en/alert-recall/alive-radiant-brand-organic-kale-krunch-superfood-recalled-due-undeclared-sunflower,Alive & Radiant brand Organic Kale Krunch Superfood recalled due to undeclared sunflower seeds,"Alive & Radiant brand Organic Kale Krunch Superfood recalled due to undeclared sunflower seeds      
       
  
                        
             
Starting date:
June 3, 2016
Type of communication:
Recall
Alert sub-type:…",2016-06-03,Allergen - Other,Retail,Left Coast Naturals,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 3
286,1900,https://recalls-rappels.canada.ca/en/alert-recall/frozen-fried-fish-cake-recalled-due-undeclared-egg,Frozen Par Fried Fish Cake recalled due to undeclared egg,"Frozen Par Fried Fish Cake recalled due to undeclared egg      
       
  
                        
             
Starting date:
June 3, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)
Subcategory…",2016-06-03,Allergen - Egg,Retail,Lemond Food Corporation,"Ontario, Quebec",Class 1
287,1901,https://recalls-rappels.canada.ca/en/alert-recall/quaker-harvest-brand-quinoa-granola-bars-and-spitz-brand-sunflower-kernels-recalled,Quaker Harvest brand Quinoa Granola Bars and Spitz brand Sunflower Kernels recalled due to Listeria monocytogenes,"Quaker Harvest brand Quinoa Granola Bars and Spitz brand Sunflower Kernels recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 2, 2016
Type of communication:
Recall…",2016-06-02,Microbiological - Listeria,Retail,Quaker Canada,National,Class 1
288,1902,https://recalls-rappels.canada.ca/en/alert-recall/chocolaterie-opera-brand-chocolate-products-recalled-due-presence-benzoapyrene-and,Chocolaterie de l'Opéra brand chocolate products recalled due to presence of benzo(a)pyrene and polycyclic aromatic hydrocarbons,"Chocolaterie de l'Opéra brand chocolate products recalled due to presence of benzo(a)pyrene and polycyclic aromatic hydrocarbons      
       
  
                        
             
Starting date:
June 2, 2016
Type of…",2016-06-02,Chemical,Hotel/Restaurant/Institutional,Distribution Farinex,Quebec,Class 3
289,1903,https://recalls-rappels.canada.ca/en/alert-recall/clifr-bar-brand-sierra-trail-mix-energy-bar-recalled-due-listeria-monocytogenes,CLIF® Bar brand Sierra Trail Mix Energy Bar recalled due to Listeria monocytogenes,"CLIF® Bar brand Sierra Trail Mix Energy Bar recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
June 2, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-06-02,Microbiological - Listeria,Retail,CLIF® Bar & Company,National,Class 1
290,1904,https://recalls-rappels.canada.ca/en/alert-recall/mix-grain-powder-recalled-due-undeclared-sesame-seeds-and-walnuts,Mix Grain Powder recalled due to undeclared sesame seeds and walnuts,"Mix Grain Powder recalled due to undeclared sesame seeds and walnuts      
       
  
                        
             
Starting date:
June 1, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2016-06-01,"Allergen - Sesame Seeds, Allergen - Tree Nut",Retail,Maple Harvest International Group Ltd.,British Columbia,Class 2
291,1905,https://recalls-rappels.canada.ca/en/alert-recall/campbell-s-eating-smart-soups-brand-chicken-noodle-frozen-soup-recalled-due-pieces,Campbell's Eating Smart Soups brand Chicken Noodle Frozen Soup recalled due to pieces of wood,"Campbell's Eating Smart Soups brand Chicken Noodle Frozen Soup recalled due to pieces of wood      
       
  
                        
             
Starting date:
June 1, 2016
Type of communication:
Recall
Alert sub-type:…",2016-06-01,Extraneous Material,Hotel/Restaurant/Institutional,Campbell Company of Canada,National,Class 2
292,1906,https://recalls-rappels.canada.ca/en/alert-recall/seaweed-rice-crackers-seaweed-pill-burn-mustard-recalled-due-undeclared-almonds,Seaweed Rice Crackers Seaweed Pill Burn (Mustard) recalled due to undeclared almonds,"Seaweed Rice Crackers Seaweed Pill Burn (Mustard) recalled due to undeclared almonds      
       
  
                        
             
Starting date:
May 30, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-05-30,Allergen - Tree Nut,Retail,Maple Harvest International Group Ltd.,British Columbia,Class 2
293,1907,https://recalls-rappels.canada.ca/en/alert-recall/dr-praeger-s-brand-black-bean-veggie-burgers-recalled-due-listeria-monocytogenes,Dr. Praeger's brand Black Bean Veggie Burgers recalled due to Listeria monocytogenes,"Dr. Praeger's brand Black Bean Veggie Burgers recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
May 24, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-05-24,Microbiological - Listeria,Retail,Altra Foods Inc.,"Ontario, Quebec",Class 1
294,1908,https://recalls-rappels.canada.ca/en/alert-recall/trader-joe-s-brand-quinoa-cowboy-veggie-burgers-recalled-due-listeria-monocytogenes,Trader Joe's brand Quinoa Cowboy Veggie Burgers recalled due to Listeria monocytogenes,"Trader Joe's brand Quinoa Cowboy Veggie Burgers recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
May 20, 2016
Type of communication:
Recall
Alert sub-type:
Food…",2016-05-20,Microbiological - Listeria,Retail,Transilvania Trading,British Columbia,Class 1
295,1909,https://recalls-rappels.canada.ca/en/alert-recall/choripdong-brand-frozen-seafood-mix-pancake-recalled-due-undeclared-egg,Choripdong brand frozen Seafood Mix Pancake recalled due to undeclared egg,"Choripdong brand frozen Seafood Mix Pancake recalled due to undeclared egg      
       
  
                        
             
Starting date:
May 20, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2016-05-20,Allergen - Egg,Retail,Seoul Trading Corporation,"Alberta, British Columbia, Manitoba, Possibly National, Saskatchewan",Class 1
296,1910,https://recalls-rappels.canada.ca/en/alert-recall/united-brand-hard-candies-recalled-due-undeclared-milk,United brand hard candies recalled due to undeclared milk,"United brand hard candies recalled due to undeclared milk      
       
  
                        
             
Starting date:
May 20, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)
Subcategory…",2016-05-20,Allergen - Milk,Retail,Fair Trading Co. Ltd.,"Ontario, Quebec",Class 3
297,1911,https://recalls-rappels.canada.ca/en/alert-recall/sun-med-brand-greek-oregano-flakes-recalled-due-presence-twigs-and-pebbles,Sun Med brand Greek Oregano Flakes recalled due to presence of twigs and pebbles,"Sun Med brand Greek Oregano Flakes recalled due to presence of twigs and pebbles      
       
  
                        
             
Starting date:
May 20, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-05-20,Extraneous Material,Hotel/Restaurant/Institutional,Agrocan Trading (164201 Canada Inc.),"Alberta, Ontario, Quebec",Class 3
298,1912,https://recalls-rappels.canada.ca/en/alert-recall/raw-pork-and-pork-organ-products-sold-alberta-recalled-due-possible-e-coli-o157h7,Raw pork and pork organ products sold in Alberta recalled due to possible E. coli O157:H7 contamination,"Raw pork and pork organ products sold in Alberta recalled due to possible E. coli O157:H7 contamination      
       
  
                        
             
Starting date:
May 19, 2016
Type of communication:
Recall
Alert sub-…",2016-05-19,Class 1,10621,Alberta,Retail,Canadian Food Inspection Agency
299,1913,https://recalls-rappels.canada.ca/en/alert-recall/new-moon-tea-co-brand-sunrise-tea-and-turmeric-tonic-recalled-due-salmonella,New Moon Tea Co. brand Sunrise Tea and Turmeric Tonic recalled due to Salmonella,"New Moon Tea Co. brand Sunrise Tea and Turmeric Tonic recalled due to Salmonella      
       
  
                        
             
Starting date:
May 18, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2016-05-18,Microbiological - Salmonella,Retail,New Moon Tea Co.,British Columbia,Class 2
300,1914,https://recalls-rappels.canada.ca/en/alert-recall/sugarfina-brand-milk-chocolate-malt-balls-recalled-due-undeclared-peanut,Sugarfina brand Milk Chocolate Malt Balls recalled due to undeclared peanut,"Sugarfina brand Milk Chocolate Malt Balls recalled due to undeclared peanut      
       
  
                        
             
Starting date:
May 17, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2016-05-17,Allergen - Peanut,Retail,Sugarfina LLC,"Alberta, British Columbia, Ontario",Class 1
301,1915,https://recalls-rappels.canada.ca/en/alert-recall/organic-matters-brand-organic-hojicha-green-tea-recalled-due-salmonella-0,Organic Matters brand Organic Hojicha Green Tea recalled due to Salmonella,"Organic Matters brand Organic Hojicha Green Tea recalled due to Salmonella      
       
  
                        
             
Starting date:
May 17, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2016-05-17,Microbiological - Salmonella,Retail,Om Foods Inc. dba Organic Matters,National,Class 2
305,1916,https://recalls-rappels.canada.ca/en/alert-recall/quaker-harvest-brand-quinoa-granola-bars-recalled-due-listeria-monocytogenes,Quaker Harvest brand Quinoa Granola Bars recalled due to Listeria monocytogenes,"Quaker Harvest brand Quinoa Granola Bars recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
May 16, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2016-05-16,Microbiological - Listeria,Retail,Quaker Canada,Ontario,Class 1
306,1917,https://recalls-rappels.canada.ca/en/alert-recall/sea-delight-brand-tuna-steaks-recalled-due-histamine,Sea Delight brand Tuna Steaks recalled due to histamine,"Sea Delight brand Tuna Steaks recalled due to histamine      
       
  
                        
             
Starting date:
May 16, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory:
Chemical,…",2016-05-16,"Chemical, Other",Retail,Sea Delight Canada SLU,"Ontario, Possibly National, Quebec",Class 1
307,1918,https://recalls-rappels.canada.ca/en/alert-recall/grays-peak-brand-gin-and-vodka-recalled-due-pieces-glass,Grays Peak brand Gin and Vodka recalled due to pieces of glass,"Grays Peak brand Gin and Vodka recalled due to pieces of glass      
       
  
                        
             
Starting date:
May 13, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Extraneous…",2016-05-13,Extraneous Material,Retail,Manitoba Liquor & Lotteries,Manitoba,Class 3
308,1919,https://recalls-rappels.canada.ca/en/alert-recall/piller-s-brand-german-salami-recalled-due-pieces-bone-and-cartilage,Piller's brand German Salami recalled due to pieces of bone and cartilage,"Piller's brand German Salami recalled due to pieces of bone and cartilage      
       
  
                        
             
Starting date:
May 13, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-05-13,Extraneous Material,Retail,Piller's Fine Foods,National,Class 3
309,1921,https://recalls-rappels.canada.ca/en/alert-recall/healthy-boy-brand-yellow-curry-cooking-dipping-dressing-recalled-due-undeclared,Healthy Boy brand Yellow Curry Cooking Dipping & Dressing recalled due to undeclared mustard,"Healthy Boy brand Yellow Curry Cooking Dipping & Dressing recalled due to undeclared mustard      
       
  
                        
             
Starting date:
May 13, 2016
Type of communication:
Recall
Alert sub-type:…",2016-05-13,Allergen - Mustard,Retail,Thai United Food Trading Ltd.,"Alberta, British Columbia",Class 2
313,1922,https://recalls-rappels.canada.ca/en/alert-recall/soyspring-brand-soybean-drink-recalled-due-undeclared-milk,Soyspring brand Soybean Drink recalled due to undeclared milk,"Soyspring brand Soybean Drink recalled due to undeclared milk      
       
  
                        
             
Starting date:
May 13, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2016-05-13,Allergen - Milk,Retail,Hung Gay Enterprises Ltd.,"Alberta, British Columbia, Manitoba, Quebec",Class 3
314,1923,https://recalls-rappels.canada.ca/en/alert-recall/houston-pizza-and-vern-s-pizza-brand-pizza-sauce-recalled-due-pebbles-and-twigs,Houston Pizza and Vern's Pizza brand Pizza Sauce recalled due to pebbles and twigs,"Houston Pizza and Vern's Pizza brand Pizza Sauce recalled due to pebbles and twigs      
       
  
                        
             
Starting date:
May 13, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-05-13,Extraneous Material,Hotel/Restaurant/Institutional,Alta Agri-Foods Ltd.,"Alberta, Manitoba, Saskatchewan",Class 3
315,1924,https://recalls-rappels.canada.ca/en/alert-recall/chongga-brand-frozen-fish-cake-mixed-recalled-due-undeclared-egg,Chongga brand Frozen Fish Cake (Mixed) recalled due to undeclared egg,"Chongga brand Frozen Fish Cake (Mixed) recalled due to undeclared egg      
       
  
                        
             
Starting date:
May 13, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2016-05-13,Allergen - Egg,Retail,2169494 Ontario Inc. (PK Trading),"Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec",Class 2
316,1926,https://recalls-rappels.canada.ca/en/alert-recall/daia-brand-algerian-dates-recalled-due-presence-insects,Daïa brand Algerian Dates recalled due to presence of insects,"Daïa brand Algerian Dates recalled due to presence of insects      
       
  
                        
             
Starting date:
May 12, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Extraneous…",2016-05-12,Extraneous Material,Retail,Phoenicia Group Inc.,"Alberta, British Columbia, Manitoba, New Brunswick, Ontario, Prince Edward Island, Quebec",Class 3
317,1927,https://recalls-rappels.canada.ca/en/alert-recall/indican-brand-mixed-frozen-veggies-recalled-due-listeria-monocytogenes,Indican brand Mixed Frozen Veggies recalled due to Listeria monocytogenes,"Indican brand Mixed Frozen Veggies recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
May 12, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning…",2016-05-12,Microbiological - Listeria,Retail,Fruiticana Produce Ltd.,"Alberta, British Columbia",Class 1
318,1928,https://recalls-rappels.canada.ca/en/alert-recall/asian-star-brand-scallop-shaped-seafood-recalled-due-undeclared-egg,Asian Star brand Scallop Shaped Seafood recalled due to undeclared egg,"Asian Star brand Scallop Shaped Seafood recalled due to undeclared egg      
       
  
                        
             
Starting date:
May 11, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen…",2016-05-11,Allergen - Egg,Retail,9281-4268 Québec Inc. / A1 Ocean Fish Kosher Fish Market,"Possibly National, Quebec",Class 1
319,1929,https://recalls-rappels.canada.ca/en/alert-recall/uncle-buck-s-brand-sweet-salty-trail-mix-recalled-due-listeria-monocytogenes,Uncle Buck's brand Sweet & Salty Trail Mix recalled due to Listeria monocytogenes,"Uncle Buck's brand Sweet & Salty Trail Mix recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
May 11, 2016
Type of communication:
Recall
Alert sub-type:
Food…",2016-05-11,Microbiological - Listeria,Retail,Rucker's Wholesale and Service Co.,"Alberta, New Brunswick, Ontario",Class 1
320,1930,https://recalls-rappels.canada.ca/en/alert-recall/pulmuone-brand-noodle-products-recalled-due-undeclared-milk,Pulmuone brand noodle products recalled due to undeclared milk,"Pulmuone brand noodle products recalled due to undeclared milk      
       
  
                        
             
Starting date:
May 10, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2016-05-10,Allergen - Milk,Retail,"Natu Soy Food Ltd., Sunjin Trading Inc.","Alberta, British Columbia, Manitoba, Nova Scotia, Ontario, Possibly National, Quebec, Saskatchewan",Class 1
321,1931,https://recalls-rappels.canada.ca/en/alert-recall/all-asia-fresh-brand-rice-and-noodle-bowls-recalled-due-listeria-monocytogenes,All Asia Fresh brand rice and noodle bowls recalled due to Listeria monocytogenes,"All Asia Fresh brand rice and noodle bowls recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
May 10, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2016-05-10,Microbiological - Listeria,Retail,All Asia Fresh Foods Inc.,Alberta,Class 1
322,1932,https://recalls-rappels.canada.ca/en/alert-recall/delicious-fish-vienna-sausage-delicious-smoked-fish-ham-and-delicious-vegetabel-fish,"Delicious Fish Vienna Sausage, Delicious Smoked Fish Ham, and Delicious ""Vegetabel"" Fish Sausage recalled due to undeclared egg","Delicious Fish Vienna Sausage, Delicious Smoked Fish Ham, and Delicious ""Vegetabel"" Fish Sausage recalled due to undeclared egg      
       
  
                        
             
Starting date:
May 10, 2016
Type of…",2016-05-10,Allergen - Egg,Retail,2169494 Ontario Inc. (PK Trading),"Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec",Class 1
323,1933,https://recalls-rappels.canada.ca/en/alert-recall/ajinomoto-brand-yakitori-chicken-japanese-style-fried-rice-recalled-due-listeria,Ajinomoto brand Yakitori Chicken with Japanese-Style Fried Rice recalled due to Listeria monocytogenes,"Ajinomoto brand Yakitori Chicken with Japanese-Style Fried Rice recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
May 9, 2016
Type of communication:
Recall
Alert sub-type…",2016-05-09,Microbiological - Listeria,Retail,Costco Wholesale Canada Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 1
